"id","fips","fips_five_digit","county_name","state","state_name","county_num_three_digit","state_num_two_digit","tract_num","tract_char","tract_decimal","geo_fips","geo_fips_char","geo_geoid","geo_name","geo_sumlev","acs_release_id","acs_year","acs_length","geo_arealand","geo_areawatr","tract_latitude","tract_longitude","pop_total","pop_0_50","pop_50_74","pop_75_99","pop_100_124","pop_125_129","pop_130_137","pop_138_149","pop_150_174","pop_175_184","pop_185_199","pop_200_299","pop_300_399","pop_400_499","pop_500","pop_50_99","pop_125_149","pop_150_184","pop_100","pop_130","pop_138","pop_150","pop_185","pop_200","pop_300","pop_0_99","pop_0_124","pop_0_129","pop_0_137","pop_0_149","pop_0_184","pop_0_199","pop_125_184","pop_130_149","pop_130_184","pop_130_199","percent_eligible_100","percent_ineligible_100","percent_eligible_130","percent_ineligible_130","percent_eligible_138","percent_ineligible_138","percent_eligible_150","percent_ineligible_150","percent_eligible_185","percent_ineligible_185","percent_eligible_200","percent_ineligible_200","pop_child_total","pop_child_0_124","pop_child_125_184","pop_child_185_199","pop_child_200_299","pop_child_200","pop_child_300","pop_adult_total","pop_adult_0_124","pop_adult_125_184","pop_adult_185_199","pop_adult_200_299","pop_adult_200","pop_adult_300","pop_senior_total","pop_senior_0_124","pop_senior_125_184","pop_senior_185_199","pop_senior_200_299","pop_senior_200","pop_senior_300","check_pop_total_C27016","check_pop_200_C27016","check_138_position_C27016","batch_id","date_added","added_by","last_update","last_update_by","status_id"
"240814","39003","39003","ALLEN","OH",,"003","39","10800","010800","108","39003010800","39003010800",,,,,"2017","acs5","0","0","0","0","7535","151","38","44","209","56","0","487","269","196","286","1785","1308","1058","1913","82","278","465","7302","7037","7302","6815","6350","6064","4279","233","442","498","233","720","1185","1471","743","222","687","973","0.0309","0.9691","0.0661","0.9339","0.0309","0.9691","0.0956","0.9044","0.1573","0.8427","0.1952","0.8048","1789","69","112","99","361","1509","1148","4023","267","402","114","810","3240","2430","1723","106","229","73","387","1315","928","7533","4000","1.7517986","1545337457","20/12/2018 15:25:09","1","20/12/2018 15:25:09",,"1"
"240819","39003","39003","ALLEN","OH",,"003","39","10900","010900","109","39003010900","39003010900",,,,,"2017","acs5","0","0","0","0","3809","334","61","128","139","32","0","299","69","69","142","865","843","484","515","189","160","138","3286","3115","3286","2987","2849","2707","1842","523","662","694","523","822","960","1102","298","128","266","408","0.1373","0.8627","0.1822","0.8178","0.1373","0.8627","0.2158","0.7842","0.252","0.748","0.2893","0.7107","733","97","31","37","141","568","427","2298","466","201","84","417","1547","1130","778","99","66","21","201","592","391","3809","2029","1.86875","1545337457","20/12/2018 15:25:10","1","20/12/2018 15:25:10",,"1"
"240807","39003","39003","ALLEN","OH",,"003","39","11000","011000","110","39003011000","39003011000",,,,,"2017","acs5","0","0","0","0","5450","758","243","266","202","26","0","332","411","123","79","956","1577","308","397","509","130","534","4183","3955","4183","3851","3317","3238","2282","1267","1469","1495","1267","1599","2133","2212","664","104","638","717","0.2325","0.7675","0.2743","0.7257","0.2325","0.7675","0.2934","0.7066","0.3914","0.6086","0.4059","0.5941","1331","535","140","14","152","642","490","3302","872","463","32","533","1935","1402","817","62","61","33","161","661","500","5450","3209","2.5538462","1545337457","20/12/2018 15:25:08","1","20/12/2018 15:25:08",,"1"
"240800","39003","39003","ALLEN","OH",,"003","39","11200","011200","112","39003011200","39003011200",,,,,"2017","acs5","0","0","0","0","1289","127","28","21","34","12","0","93","45","5","0","309","381","82","198","49","59","50","1113","1067","1113","1020","970","970","661","176","210","222","176","269","319","319","109","47","97","97","0.1365","0.8635","0.1722","0.8278","0.1365","0.8635","0.2087","0.7913","0.2475","0.7525","0.2475","0.7525","256","51","15","0","26","190","164","813","107","50","0","209","656","447","220","52","44","0","53","124","71","1289","773","1.5762712","1545337457","20/12/2018 15:25:06","1","20/12/2018 15:25:06",,"1"
"240827","39003","39003","ALLEN","OH",,"003","39","11300","011300","113","39003011300","39003011300",,,,,"2017","acs5","0","0","0","0","7382","203","298","94","472","47","0","709","262","88","229","1672","1254","745","1828","392","237","350","6787","6268","6787","6078","5728","5499","3827","595","1067","1114","595","1304","1654","1883","587","190","540","769","0.0806","0.9194","0.1509","0.8491","0.0806","0.9194","0.1766","0.8234","0.2241","0.7759","0.2551","0.7449","1533","313","118","12","307","1090","783","4377","579","293","48","875","3457","2582","1472","175","176","169","363","952","589","7382","3602","2.9915612","1545337457","20/12/2018 15:25:12","1","20/12/2018 15:25:12",,"1"
"240828","39003","39003","ALLEN","OH",,"003","39","11400","011400","114","39003011400","39003011400",,,,,"2017","acs5","0","0","0","0","2922","113","56","42","88","9","0","134","87","35","23","502","603","682","645","98","46","122","2711","2614","2711","2577","2455","2432","1930","211","299","308","211","345","467","490","168","37","159","182","0.0722","0.9278","0.1054","0.8946","0.0722","0.9278","0.1181","0.8819","0.1598","0.8402","0.1677","0.8323","609","86","19","0","74","504","430","1772","164","72","13","279","1523","1244","541","49","77","10","129","405","276","2922","1265","2.9130435","1545337457","20/12/2018 15:25:12","1","20/12/2018 15:25:12",,"1"
"240809","39003","39003","ALLEN","OH",,"003","39","11500","011500","115","39003011500","39003011500",,,,,"2017","acs5","0","0","0","0","2703","201","26","23","353","28","0","492","171","27","138","383","584","338","320","49","139","198","2453","2072","2453","1961","1763","1625","1242","250","603","631","250","742","940","1078","337","111","309","447","0.0925","0.9075","0.2334","0.7666","0.0925","0.9075","0.2745","0.7255","0.3478","0.6522","0.3988","0.6012","780","310","96","42","51","332","281","1665","264","196","39","272","1166","894","258","29","45","57","28","127","99","2703","1328","3.5395683","1545337457","20/12/2018 15:25:08","1","20/12/2018 15:25:08",,"1"
"240808","39003","39003","ALLEN","OH",,"003","39","11600","011600","116","39003011600","39003011600",,,,,"2017","acs5","0","0","0","0","2588","169","90","82","271","14","0","340","143","22","61","429","881","86","285","172","69","165","2247","1962","2247","1907","1742","1681","1252","341","612","626","341","681","846","907","234","55","220","281","0.1318","0.8682","0.2419","0.7581","0.1318","0.8682","0.2631","0.7369","0.3269","0.6731","0.3505","0.6495","413","116","0","14","47","283","236","1593","329","125","21","262","1118","856","582","167","109","26","63","280","217","2588","1575","4.9275362","1545337457","20/12/2018 15:25:08","1","20/12/2018 15:25:08",,"1"
"240821","39003","39003","ALLEN","OH",,"003","39","11800","011800","118","39003011800","39003011800",,,,,"2017","acs5","0","0","0","0","2453","37","42","91","51","25","0","177","104","63","53","419","443","387","637","133","126","167","2283","2207","2283","2106","1939","1886","1467","170","221","246","170","347","514","567","293","101","268","321","0.0693","0.9307","0.1003","0.8997","0.0693","0.9307","0.1415","0.8585","0.2095","0.7905","0.2311","0.7689","513","69","58","18","43","368","325","1434","127","170","9","234","1128","894","506","25","65","26","80","390","310","2453","1184","1.4047619","1545337457","20/12/2018 15:25:10","1","20/12/2018 15:25:10",,"1"
"240797","39003","39003","ALLEN","OH",,"003","39","11900","011900","119","39003011900","39003011900",,,,,"2017","acs5","0","0","0","0","2882","86","71","261","80","3","0","97","43","10","120","551","672","338","633","332","17","53","2464","2381","2464","2367","2314","2194","1643","418","498","501","418","515","568","688","70","14","67","187","0.145","0.855","0.1738","0.8262","0.145","0.855","0.1787","0.8213","0.1971","0.8029","0.2387","0.7613","513","134","0","36","88","343","255","1751","285","6","66","282","1394","1112","618","79","64","18","162","457","295","2870","1393","5.7058824","1545337457","20/12/2018 15:25:06","1","20/12/2018 15:25:06",,"1"
"240822","39003","39003","ALLEN","OH",,"003","39","12000","012000","120","39003012000","39003012000",,,,,"2017","acs5","0","0","0","0","2474","10","0","11","14","0","0","14","89","4","37","262","446","437","1164","11","0","93","2453","2439","2453","2439","2346","2309","2047","21","35","35","21","35","128","165","93","0","93","130","0.0085","0.9915","0.0141","0.9859","0.0085","0.9915","0.0141","0.9859","0.0517","0.9483","0.0667","0.9333","569","0","45","24","38","500","462","1323","9","37","8","92","1269","1177","582","26","11","5","99","540","441","2474","838","0","1545337457","20/12/2018 15:25:11","1","20/12/2018 15:25:11",,"1"
"240829","39003","39003","ALLEN","OH",,"003","39","12100","012100","121","39003012100","39003012100",,,,,"2017","acs5","0","0","0","0","3553","71","12","39","32","6","0","61","95","57","98","422","950","627","1121","51","29","152","3431","3393","3431","3370","3218","3120","2698","122","154","160","122","183","335","433","181","23","175","273","0.0343","0.9657","0.045","0.955","0.0343","0.9657","0.0515","0.9485","0.0943","0.9057","0.1219","0.8781","839","35","76","11","69","717","648","2054","105","69","50","227","1830","1603","660","14","36","37","89","573","484","3553","1624","2.1034483","1545337457","20/12/2018 15:25:12","1","20/12/2018 15:25:12",,"1"
"240803","39003","39003","ALLEN","OH",,"003","39","12200","012200","122","39003012200","39003012200",,,,,"2017","acs5","0","0","0","0","3699","533","86","169","382","60","0","682","144","85","145","943","563","199","150","255","300","229","2911","2469","2911","2229","2000","1855","912","788","1170","1230","788","1470","1699","1844","529","240","469","614","0.213","0.787","0.3325","0.6675","0.213","0.787","0.3974","0.6026","0.4593","0.5407","0.4985","0.5015","1177","493","178","64","199","442","243","2096","633","254","70","493","1139","646","426","44","97","11","166","274","108","3699","2056","2.2733333","1545337457","20/12/2018 15:25:07","1","20/12/2018 15:25:07",,"1"
"240823","39003","39003","ALLEN","OH",,"003","39","12300","012300","123","39003012300","39003012300",,,,,"2017","acs5","0","0","0","0","3804","191","361","102","446","43","0","660","267","9","185","680","698","331","320","463","214","276","3150","2661","3150","2490","2214","2029","1349","654","1100","1143","654","1314","1590","1775","490","171","447","632","0.1719","0.8281","0.3005","0.6995","0.1719","0.8281","0.3454","0.6546","0.418","0.582","0.4666","0.5334","956","474","79","19","139","384","245","2459","532","333","129","394","1465","1071","389","94","78","37","81","180","99","3804","1926","3.0841121","1545337457","20/12/2018 15:25:11","1","20/12/2018 15:25:11",,"1"
"240824","39003","39003","ALLEN","OH",,"003","39","12400","012400","124","39003012400","39003012400",,,,,"2017","acs5","0","0","0","0","2154","334","62","127","196","73","0","562","172","43","6","339","344","115","50","189","366","215","1631","1362","1631","1069","854","848","509","523","719","792","523","1085","1300","1306","581","293","508","514","0.2428","0.7572","0.3677","0.6323","0.2428","0.7572","0.5037","0.4963","0.6035","0.3965","0.6063","0.3937","601","237","275","0","25","89","64","1338","441","271","6","208","620","412","215","41","35","0","85","139","54","2154","1054","1.5355191","1545337457","20/12/2018 15:25:11","1","20/12/2018 15:25:11",,"1"
"240798","39003","39003","ALLEN","OH",,"003","39","12600","012600","126","39003012600","39003012600",,,,,"2017","acs5","0","0","0","0","1764","126","78","124","38","17","0","124","213","208","37","408","151","240","55","202","86","421","1436","1381","1436","1312","891","854","446","328","366","383","328","452","873","910","507","69","490","527","0.1859","0.8141","0.2171","0.7829","0.1859","0.8141","0.2562","0.7438","0.4949","0.5051","0.5159","0.4841","272","71","111","5","23","85","62","1244","271","327","21","250","625","375","248","24","69","11","97","144","47","1764","1050","1.4418605","1545337457","20/12/2018 15:25:06","1","20/12/2018 15:25:06",,"1"
"240825","39003","39003","ALLEN","OH",,"003","39","12700","012700","127","39003012700","39003012700",,,,,"2017","acs5","0","0","0","0","1685","297","236","233","200","24","0","319","209","41","2","213","91","0","44","469","119","250","919","695","919","600","350","348","135","766","966","990","766","1085","1335","1337","369","95","345","347","0.4546","0.5454","0.5875","0.4125","0.4546","0.5454","0.6439","0.3561","0.7923","0.2077","0.7935","0.2065","554","366","139","0","32","49","17","996","562","196","2","121","236","115","135","38","34","0","55","63","8","1685","666","2.6806723","1545337457","20/12/2018 15:25:11","1","20/12/2018 15:25:11",,"1"
"240801","39003","39003","ALLEN","OH",,"003","39","12900","012900","129","39003012900","39003012900",,,,,"2017","acs5","0","0","0","0","1570","231","217","195","179","40","0","381","137","39","58","143","99","65","5","412","202","176","927","708","927","546","370","312","169","643","822","862","643","1024","1200","1258","378","162","338","396","0.4096","0.5904","0.549","0.451","0.4096","0.5904","0.6522","0.3478","0.7643","0.2357","0.8013","0.1987","484","256","161","0","44","67","23","992","536","190","49","99","217","118","94","30","27","9","0","28","28","1570","641","1.8861386","1545337457","20/12/2018 15:25:07","1","20/12/2018 15:25:07",,"1"
"240826","39003","39003","ALLEN","OH",,"003","39","13000","013000","130","39003013000","39003013000",,,,,"2017","acs5","0","0","0","0","4307","275","181","285","371","32","0","530","610","112","124","846","797","223","324","466","159","722","3566","3163","3566","3036","2314","2190","1344","741","1112","1144","741","1271","1993","2117","881","127","849","973","0.172","0.828","0.2656","0.7344","0.172","0.828","0.2951","0.7049","0.4627","0.5373","0.4915","0.5085","1097","410","300","14","80","373","293","2500","547","481","87","496","1385","889","710","155","100","23","204","432","228","4307","2516","3.3333333","1545337457","20/12/2018 15:25:11","1","20/12/2018 15:25:11",,"1"
"240804","39003","39003","ALLEN","OH",,"003","39","13100","013100","131","39003013100","39003013100",,,,,"2017","acs5","0","0","0","0","2482","175","26","112","55","27","0","191","35","48","87","420","577","329","482","138","136","83","2169","2087","2169","1978","1895","1808","1388","313","368","395","313","504","587","674","219","109","192","279","0.1261","0.8739","0.1591","0.8409","0.1261","0.8739","0.2031","0.7969","0.2365","0.7635","0.2716","0.7284","518","116","79","0","42","323","281","1647","228","116","43","303","1260","957","317","24","24","44","54","225","171","2482","1167","1.4044118","1545337457","20/12/2018 15:25:07","1","20/12/2018 15:25:07",,"1"
"240815","39003","39003","ALLEN","OH",,"003","39","13200","013200","132","39003013200","39003013200",,,,,"2017","acs5","0","0","0","0","2149","201","71","89","194","34","0","364","75","5","30","544","288","190","292","160","170","80","1788","1560","1788","1424","1344","1314","770","361","555","589","361","725","805","835","250","136","216","246","0.168","0.832","0.2741","0.7259","0.168","0.832","0.3374","0.6626","0.3746","0.6254","0.3886","0.6114","423","112","22","0","123","289","166","1430","401","185","25","253","819","566","296","42","43","5","92","206","114","2149","1074","2.1411765","1545337457","20/12/2018 15:25:09","1","20/12/2018 15:25:09",,"1"
"240799","39003","39003","ALLEN","OH",,"003","39","13300","013300","133","39003013300","39003013300",,,,,"2017","acs5","0","0","0","0","1142","74","142","32","227","9","0","271","64","0","92","267","42","45","113","174","44","64","894","658","894","623","559","467","200","248","475","484","248","519","583","675","108","35","99","191","0.2172","0.7828","0.4238","0.5762","0.2172","0.7828","0.4545","0.5455","0.5105","0.4895","0.5911","0.4089","356","237","37","0","59","82","23","631","227","47","88","173","269","96","155","11","24","4","16","116","100","1142","465","6.1590909","1545337457","20/12/2018 15:25:06","1","20/12/2018 15:25:06",,"1"
"240820","39003","39003","ALLEN","OH",,"003","39","13400","013400","134","39003013400","39003013400",,,,,"2017","acs5","0","0","0","0","2304","383","350","345","118","5","0","145","156","0","94","358","401","56","16","695","27","156","1226","1103","1226","1081","925","831","473","1078","1196","1201","1078","1223","1379","1473","183","22","178","272","0.4679","0.5321","0.5213","0.4787","0.4679","0.5321","0.5308","0.4692","0.5985","0.4015","0.6393","0.3607","584","445","0","12","35","127","92","1384","624","106","54","286","600","314","336","127","77","28","37","104","67","2304","1009","5.3703704","1545337457","20/12/2018 15:25:10","1","20/12/2018 15:25:10",,"1"
"240812","39003","39003","ALLEN","OH",,"003","39","13600","013600","136","39003013600","39003013600",,,,,"2017","acs5","0","0","0","0","1147","114","142","223","89","26","0","219","14","43","8","168","67","107","42","365","130","57","668","553","668","449","392","384","216","479","568","594","479","698","755","763","187","104","161","169","0.4176","0.5824","0.5179","0.4821","0.4176","0.5824","0.6085","0.3915","0.6582","0.3418","0.6652","0.3348","323","209","53","0","29","61","32","721","348","85","8","120","280","160","103","11","49","0","7","43","36","1147","332","1.6846154","1545337457","20/12/2018 15:25:09","1","20/12/2018 15:25:09",,"1"
"240810","39003","39003","ALLEN","OH",,"003","39","13700","013700","137","39003013700","39003013700",,,,,"2017","acs5","0","0","0","0","1130","222","77","101","239","21","0","342","40","14","22","113","150","33","16","178","103","54","730","470","730","388","334","312","199","400","639","660","400","742","796","818","157","82","136","158","0.354","0.646","0.5841","0.4159","0.354","0.646","0.6566","0.3434","0.7044","0.2956","0.7239","0.2761","394","314","36","4","0","40","40","581","309","84","8","62","180","118","155","16","37","10","51","92","41","1130","389","3.3203883","1545337457","20/12/2018 15:25:08","1","20/12/2018 15:25:08",,"1"
"240816","39003","39003","ALLEN","OH",,"003","39","13800","013800","138","39003013800","39003013800",,,,,"2017","acs5","0","0","0","0","2942","291","400","28","445","20","0","543","126","66","91","707","365","268","57","428","98","192","2223","1758","2223","1680","1488","1397","690","719","1164","1184","719","1262","1454","1545","290","78","270","361","0.2444","0.7556","0.4024","0.5976","0.2444","0.7556","0.429","0.571","0.4942","0.5058","0.5252","0.4748","845","410","38","0","117","397","280","1816","748","142","67","376","859","483","281","6","110","24","74","141","67","2942","1361","5.5408163","1545337457","20/12/2018 15:25:09","1","20/12/2018 15:25:09",,"1"
"240805","39003","39003","ALLEN","OH",,"003","39","13900","013900","139","39003013900","39003013900",,,,,"2017","acs5","0","0","0","0","3408","235","64","63","196","19","0","292","82","58","117","1133","354","303","707","127","96","140","3046","2831","3046","2754","2614","2497","1364","362","558","577","362","654","794","911","236","77","217","334","0.1062","0.8938","0.1693","0.8307","0.1062","0.8938","0.1919","0.8081","0.233","0.767","0.2673","0.7327","721","209","31","47","175","434","259","2103","283","131","33","579","1656","1077","584","66","74","37","256","407","151","3408","1757","3.0416667","1545337457","20/12/2018 15:25:07","1","20/12/2018 15:25:07",,"1"
"240817","39003","39003","ALLEN","OH",,"003","39","14000","014000","140","39003014000","39003014000",,,,,"2017","acs5","0","0","0","0","3296","137","7","114","25","73","0","390","154","41","116","656","733","355","593","121","365","195","3038","2940","3038","2648","2453","2337","1681","258","283","356","258","648","843","959","560","292","487","603","0.0783","0.9217","0.108","0.892","0.0783","0.9217","0.1966","0.8034","0.2558","0.7442","0.291","0.709","724","36","142","52","143","494","351","1948","131","240","43","376","1534","1158","624","116","178","21","81","309","228","3296","2026","1.0684932","1545337457","20/12/2018 15:25:10","1","20/12/2018 15:25:10",,"1"
"240813","39003","39003","ALLEN","OH",,"003","39","14100","014100","141","39003014100","39003014100",,,,,"2017","acs5","0","0","0","0","1795","224","255","124","230","21","0","334","223","149","66","256","81","63","20","379","104","372","1192","941","1192","858","486","420","164","603","833","854","603","937","1309","1375","476","83","455","521","0.3359","0.6641","0.4758","0.5242","0.3359","0.6641","0.522","0.478","0.7292","0.2708","0.766","0.234","491","217","187","16","31","71","40","1153","587","227","40","174","299","125","151","29","62","10","11","50","39","1795","865","3.2115385","1545337457","20/12/2018 15:25:09","1","20/12/2018 15:25:09",,"1"
"240832","39005","39005","ASHLAND","OH",,"005","39","970100","970100","9701","39005970100","39005970100",,,,,"2017","acs5","0","0","0","0","8279","963","49","828","206","62","0","516","279","72","251","1275","1969","1157","920","877","310","351","6439","6171","6439","5923","5572","5321","4046","1840","2046","2108","1840","2356","2707","2958","661","248","599","850","0.2222","0.7778","0.2546","0.7454","0.2222","0.7778","0.2846","0.7154","0.327","0.673","0.3573","0.6427","2301","1112","159","33","231","997","766","4858","836","438","150","701","3434","2733","1120","98","64","68","218","890","672","8269","4034","1.6645161","1545337457","20/12/2018 15:25:35","1","20/12/2018 15:25:36",,"1"
"240836","39005","39005","ASHLAND","OH",,"005","39","970200","970200","9702","39005970200","39005970200",,,,,"2017","acs5","0","0","0","0","5886","514","402","56","74","81","0","477","169","125","226","1333","1043","371","1170","458","403","294","4914","4759","4914","4437","4143","3917","2584","972","1046","1127","972","1449","1743","1969","697","322","616","842","0.1651","0.8349","0.1915","0.8085","0.1651","0.8349","0.2462","0.7538","0.2961","0.7039","0.3345","0.6655","1587","396","256","39","206","896","690","3516","571","314","91","791","2540","1749","783","79","127","96","130","481","351","5886","3244","1.1836228","1545337457","20/12/2018 15:25:36","1","20/12/2018 15:25:36",,"1"
"240838","39005","39005","ASHLAND","OH",,"005","39","970300","970300","9703","39005970300","39005970300",,,,,"2017","acs5","0","0","0","0","3751","251","110","56","239","81","0","646","117","110","117","792","567","617","368","166","407","227","3334","3014","3334","2688","2461","2344","1552","417","656","737","417","1063","1290","1407","634","326","553","670","0.1112","0.8888","0.1965","0.8035","0.1112","0.8888","0.2834","0.7166","0.3439","0.6561","0.3751","0.6249","1035","204","238","28","159","565","406","2206","381","325","74","416","1426","1010","510","71","71","15","143","353","210","3751","2012","1.5872236","1545337457","20/12/2018 15:25:37","1","20/12/2018 15:25:37",,"1"
